kernelName,30.0,60.0,90.0,120.0
Dense,2142352.0,8088053.2,18813254.0,34485560.2
Eigen,9286937.4,14632236.2,24505692.0,39552706.8
Hash,3272346.4,15149453.8,36537551.4,67558257.2
Heap,1109287.8,5385392.4,13387638.2,25528823.2
Merge,825430.6,3823139.8,9402024.8,17483097.8
